t1,branch_id,band_index,real_E,imag_E,abs_E
-3.0,50,50,-3.282509227198261,-0.0,3.282509227198261
-3.0,51,51,3.282509227198261,0.0,3.282509227198261
-3.0,52,52,-3.339984193205679,-0.0,3.339984193205679
-3.0,53,53,3.339984193205679,0.0,3.339984193205679
-3.0,54,54,-3.394234298310934,-0.0,3.394234298310934
-3.0,55,55,3.394234298310934,0.0,3.394234298310934
-3.0,56,56,-3.4450945639398625,-0.0,3.4450945639398625
-3.0,57,57,3.4450945639398625,0.0,3.4450945639398625
-3.0,58,59,-3.4924149145201078,-0.0,3.4924149145201078
-3.0,59,58,3.4924149145201078,0.0,3.4924149145201078
-3.0,60,60,-3.5360594338960682,-0.0,3.5360594338960682
-3.0,61,61,3.5360594338960682,0.0,3.5360594338960682
-3.0,62,62,-3.5759057336764593,-0.0,3.5759057336764593
-3.0,63,63,3.5759057336764593,0.0,3.5759057336764593
-3.0,64,64,-3.6118444189574976,-0.0,3.6118444189574976
-3.0,65,65,3.6118444189574976,0.0,3.6118444189574976
-3.0,66,66,-3.6437786386844,-0.0,3.6437786386844
-3.0,67,67,3.6437786386844,0.0,3.6437786386844
-3.0,68,69,-3.6716237096428816,-0.0,3.6716237096428816
-3.0,69,68,3.6716237096428816,0.0,3.6716237096428816
-3.0,70,70,-3.6953068046786326,-0.0,3.6953068046786326
-3.0,71,71,3.6953068046786326,0.0,3.6953068046786326
-3.0,72,72,-3.714766697215918,-0.0,3.714766697215918
-3.0,73,73,3.714766697215918,0.0,3.714766697215918
-3.0,74,74,-3.729953555489155,-0.0,3.729953555489155
-3.0,75,75,3.729953555489155,0.0,3.729953555489155
-3.0,76,76,-3.7408287811246654,-0.0,3.7408287811246654
-3.0,77,77,3.7408287811246654,0.0,3.7408287811246654
-3.0,78,78,-3.7473648878290455,-0.0,3.7473648878290455
-3.0,79,79,3.7473648878290455,0.0,3.7473648878290455
-2.98,0,2,-1.7456155687695003,-0.0,1.7456155687695003
-2.98,1,3,1.7456155687695003,0.0,1.7456155687695003
-2.98,2,0,-1.732208708985526,-0.0,1.732208708985526
-2.98,3,1,1.732208708985526,0.0,1.732208708985526
-2.98,4,4,-1.7676657932805577,-0.0,1.7676657932805577
-2.98,5,5,1.7676657932805577,0.0,1.7676657932805577
-2.98,6,6,-1.7979388865010095,-0.0,1.7979388865010095
-2.98,7,7,1.7979388865010095,0.0,1.7979388865010095
-2.98,8,9,-1.8358852512949793,-0.0,1.8358852512949793
-2.98,9,8,1.8358852512949793,0.0,1.8358852512949793
-2.98,10,10,-1.8808580390445488,-0.0,1.8808580390445488
-2.98,11,11,1.8808580390445488,0.0,1.8808580390445488
-2.98,12,12,-1.9321459036806747,-0.0,1.9321459036806747
-2.98,13,13,1.9321459036806747,0.0,1.9321459036806747
-2.98,14,14,-1.989003371750414,-0.0,1.989003371750414
-2.98,15,15,1.989003371750414,0.0,1.989003371750414
-2.98,16,17,-2.05067666634231,-0.0,2.05067666634231
-2.98,17,16,2.05067666634231,0.0,2.05067666634231
-2.98,18,19,-2.1164239894211905,-0.0,2.1164239894211905
-2.98,19,18,2.1164239894211905,0.0,2.1164239894211905
-2.98,20,20,-2.185530216244668,-0.0,2.185530216244668
-2.98,21,21,2.185530216244668,0.0,2.185530216244668
-2.98,22,22,-2.257316580558106,-0.0,2.257316580558106
